timeStamp,peerId,rssi,deviceId,uploadDuration,contactDuration,closeContactDuration,exposureStatus
1753829488,cc:ba:97:e1:36:0e,-75,ESP32_22678078,652,0,0,NORMAL
1753829507,cc:ba:97:e1:36:0e,-74,ESP32_34537863,652,19,0,NORMAL
1753829525,cc:ba:97:e1:36:0e,-70,ESP32_22353113,652,41,0,NORMAL
1753829544,cc:ba:97:e1:36:0e,-74,ESP32_56912409,652,60,0,NORMAL
1753829562,cc:ba:97:e1:36:0e,-74,ESP32_92804283,652,82,0,NORMAL
1753829590,cc:ba:97:e1:36:0e,-70,ESP32_36480976,613,106,0,NORMAL
1753829607,cc:ba:97:e1:36:0e,-64,ESP32_56044854,613,123,0,NORMAL
1753829626,cc:ba:97:e1:36:0e,-64,ESP32_14528969,613,142,0,NORMAL
1753829644,cc:ba:97:e1:36:0e,-72,ESP32_96775395,613,160,0,NORMAL
1753829663,cc:ba:97:e1:36:0e,-79,ESP32_82652871,613,179,0,NORMAL
1753829688,cc:ba:97:e1:36:0e,-75,ESP32_44945743,143,204,0,NORMAL
1753829707,cc:ba:97:e1:36:0e,-70,ESP32_20312702,143,223,0,NORMAL
1753829726,cc:ba:97:e1:36:0e,-65,ESP32_32457042,143,242,0,NORMAL
1753829744,cc:ba:97:e1:36:0e,-69,ESP32_04392096,143,260,0,NORMAL
1753829763,cc:ba:97:e1:36:0e,-70,ESP32_51084258,143,279,0,NORMAL
1753829788,cc:ba:97:e1:36:0e,-69,ESP32_56128880,432,304,0,NORMAL
1753829807,cc:ba:97:e1:36:0e,-74,ESP32_95440879,432,323,0,NORMAL
1753829825,cc:ba:97:e1:36:0e,-64,ESP32_98913776,432,341,0,NORMAL
1753829844,cc:ba:97:e1:36:0e,-75,ESP32_82587206,432,360,0,NORMAL
1753829852,cc:ba:97:e1:36:0e,-73,ESP32_68243182,432,378,0,NORMAL
1753829862,cc:ba:97:e1:36:0e,-65,ESP32_18242123,432,395,0,NORMAL
1753829888,cc:ba:97:e1:36:0e,-69,ESP32_56128880,432,407,0,NORMAL
1753829907,cc:ba:97:e1:36:0e,-74,ESP32_95440879,689,423,0,NORMAL
1753829925,cc:ba:97:e1:36:0e,-64,ESP32_98913776,689,441,0,NORMAL
1753829944,cc:ba:97:e1:36:0e,-75,ESP32_82587206,689,460,0,NORMAL
1753829962,cc:ba:97:e1:36:0e,-73,ESP32_68243182,689,478,0,NORMAL
1753829862,cc:ba:97:e1:36:0e,-65,ESP32_18242123,689,495,0,NORMAL
