timeStamp,peerId,rssi,deviceId,uploadDuration,contactDuration,closeContactDuration,exposureStatus
1753827584,cc:ba:97:e1:36:0e,-50,ESP32_73592757,302,500,420,EXPOSURE
1753827602,cc:ba:97:e1:36:0e,-48,ESP32_92804283,302,518,438,EXPOSURE
1753827620,cc:ba:97:e1:36:0e,-51,ESP32_80761867,302,536,456,EXPOSURE
1753827639,cc:ba:97:e1:36:0e,-49,ESP32_43064375,302,555,475,EXPOSURE
1753827658,2d:7b:ae:a1:6a:b8,-71,ESP32_32523425,302,320,0,NORMAL
1753827658,c6:da:62:53:35:2a,-96,ESP32_32523425,302,0,0,NORMAL
1753827658,cc:ba:97:e1:36:0e,-56,ESP32_32523425,302,574,494,EXPOSURE
1753827658,f0:1a:a0:9d:e9:57,-100,ESP32_32523425,302,0,0,NORMAL
1753827682,2d:7b:ae:a1:6a:b8,-74,ESP32_18091286,472,344,0,NORMAL
1753827683,cc:ba:97:e1:36:0e,-54,ESP32_18091286,472,599,519,EXPOSURE
1753827701,cc:ba:97:e1:36:0e,-55,ESP32_20312702,472,617,537,EXPOSURE
1753827701,f0:1a:a0:9d:e9:62,-97,ESP32_20312702,472,0,0,NORMAL
1753827720,cc:ba:97:e1:36:0e,-55,ESP32_16360671,472,636,556,EXPOSURE
1753827737,00:3a:76:ea:3d:49,-93,ESP32_36417250,472,0,0,NORMAL
1753827738,cc:ba:97:e1:36:0e,-54,ESP32_36417250,472,654,574,EXPOSURE
1753827757,cc:ba:97:e1:36:0e,-55,ESP32_42023042,472,673,593,EXPOSURE
1753827783,cc:ba:97:e1:36:0e,-51,ESP32_18062882,1244,699,619,EXPOSURE
1753827801,cc:ba:97:e1:36:0e,-51,ESP32_23172899,1244,717,637,EXPOSURE
1753827820,cc:ba:97:e1:36:0e,-56,ESP32_82558923,1244,736,656,EXPOSURE
1753827838,cc:ba:97:e1:36:0e,-52,ESP32_78438409,1244,754,674,EXPOSURE
1753827857,3b:d6:bf:6d:06:83,-64,ESP32_21677247,1244,0,0,NORMAL
1753827857,cc:ba:97:e1:36:0e,-52,ESP32_21677247,1244,773,693,EXPOSURE
